,transaction_date,owner,ticker,type,amount,comment,senator,transaction_year,transaction_month,transaction_day,amount_lower,amount_upper
6074,2016-08-18,Joint,PSA,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,8,18,1001,15000
6075,2016-08-18,Joint,MET,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,8,18,1001,15000
6077,2016-08-18,Spouse,GE,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,2016,8,18,1001,15000
6078,2016-08-18,Spouse,TJX,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,2016,8,18,1001,15000
6079,2016-08-18,Child,SBUX,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,8,18,1001,15000
6080,2016-09-06,Child,GILD,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,2016,9,6,1001,15000
6081,2016-08-18,Child,BMY,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,2016,8,18,1001,15000
6082,2016-09-06,Self,REGN,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,9,6,1001,15000
6083,2016-09-06,Self,GILD,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,2016,9,6,1001,15000
6084,2016-08-18,Self,RYAAY,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,2016,8,18,15001,50000
6085,2016-08-08,Self,UA,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,2016,8,8,1001,15000
6086,2016-08-05,Self,FB,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,8,5,1001,15000
6088,2016-08-03,Joint,CVX,Sale (Partial),"$15,001 - $50,000",--,Patrick J Toomey,2016,8,3,15001,50000
6093,2016-08-30,Joint,BAX,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,8,30,1001,15000
6094,2016-08-26,Joint,BAX,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,8,26,1001,15000
6095,2016-08-25,Joint,BAX,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,8,25,1001,15000
6096,2016-08-23,Joint,HYH,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,8,23,1001,15000
6097,2016-08-22,Joint,HYH,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,8,22,1001,15000
6098,2016-08-16,Joint,FE,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,8,16,1001,15000
6099,2016-08-16,Joint,EXR,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,8,16,15001,50000
6100,2016-08-16,Joint,EXR,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,8,16,15001,50000
6101,2016-08-15,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,8,15,1001,15000
6102,2016-08-11,Joint,WPZ,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,8,11,1001,15000
6103,2016-08-11,Joint,BMY,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,8,11,1001,15000
6104,2016-08-10,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,8,10,1001,15000
6105,2016-08-09,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,8,9,1001,15000
6106,2016-08-08,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,8,8,1001,15000
6107,2016-08-05,Joint,FEYE,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,8,5,15001,50000
6108,2016-08-04,Joint,FOXA,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,8,4,15001,50000
6109,2016-08-23,Self,TJX,Purchase,"$50,001 - $100,000",--,John Hoeven,2016,8,23,50001,100000
6110,2016-08-19,Self,RL,Sale (Full),"$100,001 - $250,000",--,John Hoeven,2016,8,19,100001,250000
6111,2016-08-22,Self,JCI,Sale (Full),"$100,001 - $250,000",--,John Hoeven,2016,8,22,100001,250000
6112,2016-08-22,Self,HAS,Purchase,"$50,001 - $100,000",--,John Hoeven,2016,8,22,50001,100000
6113,2016-08-22,Self,BMY,Purchase,"$50,001 - $100,000",--,John Hoeven,2016,8,22,50001,100000
6114,2016-08-22,Self,MCD,Purchase,"$50,001 - $100,000",--,John Hoeven,2016,8,22,50001,100000
6117,2016-07-26,Joint,C,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,2016,7,26,1001,15000
6118,2016-07-26,Joint,DHR,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,7,26,1001,15000
6119,2016-07-29,Spouse,FB,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,7,29,1001,15000
6120,2016-07-07,Child,WM,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,7,7,1001,15000
6121,2016-07-07,Child,WM,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,7,7,1001,15000
6122,2016-07-07,Child,ESRX,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,2016,7,7,1001,15000
6123,2016-07-07,Child,HAS,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,7,7,1001,15000
6124,2016-07-21,Child,GILD,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,7,21,1001,15000
6125,2016-07-07,Self,WM,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,7,7,1001,15000
6126,2016-07-29,Self,FB,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,7,29,1001,15000
6127,2016-07-07,Self,ESRX,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,2016,7,7,15001,50000
6128,2016-07-07,Self,HAS,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,7,7,1001,15000
6129,2016-07-21,Self,GILD,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,7,21,1001,15000
6130,2016-07-26,Self,AAPL,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,2016,7,26,1001,15000
6131,2016-07-14,Spouse,EMC,Sale (Full),"$1,001 - $15,000",--,"Angus S King, Jr.",2016,7,14,1001,15000
6139,2016-07-12,Self,BBU,Sale (Full),"$1,001 - $15,000",--,James M Inhofe,2016,7,12,1001,15000
6140,2016-08-08,Self,ESRX,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,2016,8,8,50001,100000
6141,2016-08-08,Self,C,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,8,8,50001,100000
6142,2016-08-08,Self,BMY,Purchase,"$15,001 - $50,000",--,James M Inhofe,2016,8,8,15001,50000
6144,2014-12-03,Child,KMI,Exchange,"$15,001 - $50,000",KMI acquired KMP on 12/3/2014 through a corporate exchange,Timothy M Kaine,2014,12,3,15001,50000
6145,2016-07-12,Spouse,FTV,Sale (Full),"$1,001 - $15,000",Fortive received in Danaher spinoff.,Susan M Collins,2016,7,12,1001,15000
6146,2016-07-14,Spouse,HSY,Sale (Full),"$15,001 - $50,000",--,Susan M Collins,2016,7,14,15001,50000
6148,2016-08-04,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,8,4,1001,15000
6149,2016-08-03,Joint,HYH,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,8,3,1001,15000
6150,2016-08-01,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,8,1,1001,15000
6151,2016-08-01,Joint,WFM,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,8,1,1001,15000
6152,2016-07-29,Joint,HYH,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,29,1001,15000
6153,2016-07-29,Joint,WLK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,29,1001,15000
6154,2016-07-27,Joint,ENTG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,27,1001,15000
6155,2016-07-27,Joint,ENTG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,27,1001,15000
6156,2016-07-26,Joint,WLK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,26,1001,15000
6157,2016-07-25,Joint,HYH,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,25,1001,15000
6158,2016-07-22,Joint,HYH,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,22,1001,15000
6159,2016-07-21,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,21,1001,15000
6160,2016-07-21,Joint,GM,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,21,1001,15000
6161,2016-07-21,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,21,1001,15000
6162,2016-07-19,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,19,1001,15000
6163,2016-07-18,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,18,1001,15000
6164,2016-07-18,Joint,WLK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,18,1001,15000
6165,2016-07-15,Joint,PAA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,15,1001,15000
6166,2016-07-15,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,15,1001,15000
6167,2016-07-15,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,15,1001,15000
6168,2016-07-15,Joint,AM,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,15,1001,15000
6169,2016-07-14,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,14,1001,15000
6170,2016-07-14,Joint,HYH,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,14,1001,15000
6171,2016-07-13,Joint,AXLL,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,13,1001,15000
6172,2016-07-13,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,13,1001,15000
6173,2016-07-13,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,13,1001,15000
6174,2016-07-12,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,12,1001,15000
6175,2016-07-12,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,12,1001,15000
6176,2016-07-11,Joint,HYH,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,11,1001,15000
6177,2016-07-21,Self,BLK,Sale (Partial),"$1,001 - $15,000",--,James M Inhofe,2016,7,21,1001,15000
6178,2016-07-21,Self,BIIB,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,2016,7,21,50001,100000
6179,2016-07-21,Self,AGN,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,7,21,50001,100000
6181,2016-07-08,Spouse,COST,Sale (Full),"$15,001 - $50,000",sep,Pat Roberts,2016,7,8,15001,50000
6182,2016-07-08,Spouse,COST,Sale (Full),"$15,001 - $50,000",r,Pat Roberts,2016,7,8,15001,50000
6198,2016-07-15,Spouse,WMT,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,2016,7,15,1001,15000
6199,2016-07-15,Spouse,SO,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,2016,7,15,1001,15000
6200,2016-07-15,Spouse,PG,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,2016,7,15,1001,15000
6201,2016-07-15,Spouse,T,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,2016,7,15,1001,15000
6202,2016-07-25,Self,CELG,Purchase,"$1,001 - $15,000",--,John F Reed,2016,7,25,1001,15000
6203,2016-07-25,Self,AMG,Purchase,"$1,001 - $15,000",--,John F Reed,2016,7,25,1001,15000
6204,2016-07-25,Self,ZBH,Sale (Partial),"$1,001 - $15,000",--,John F Reed,2016,7,25,1001,15000
6205,2016-07-25,Self,PEP,Sale (Partial),"$1,001 - $15,000",--,John F Reed,2016,7,25,1001,15000
6206,2016-07-25,Self,MSFT,Sale (Partial),"$1,001 - $15,000",--,John F Reed,2016,7,25,1001,15000
6207,2016-07-25,Joint,CELG,Purchase,"$1,001 - $15,000",--,John F Reed,2016,7,25,1001,15000
6208,2016-07-25,Joint,AMG,Purchase,"$1,001 - $15,000",--,John F Reed,2016,7,25,1001,15000
6209,2016-07-25,Joint,ZBH,Sale (Partial),"$1,001 - $15,000",--,John F Reed,2016,7,25,1001,15000
6210,2016-07-25,Joint,PEP,Sale (Partial),"$1,001 - $15,000",--,John F Reed,2016,7,25,1001,15000
6212,2016-06-24,Spouse,BRK-B,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2016,6,24,1001,15000
6213,2016-06-13,Spouse,F,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2016,6,13,1001,15000
6214,2016-06-28,Self,PRU,Purchase,"$50,001 - $100,000",--,John Hoeven,2016,6,28,50001,100000
6215,2016-06-28,Self,MCD,Purchase,"$50,001 - $100,000",--,John Hoeven,2016,6,28,50001,100000
6216,2016-06-28,Self,IVZ,Purchase,"$50,001 - $100,000",--,John Hoeven,2016,6,28,50001,100000
6217,2016-06-28,Self,UA-C,Purchase,"$50,001 - $100,000",--,John Hoeven,2016,6,28,50001,100000
6218,2016-06-14,Joint,PG,Sale (Partial),"$15,001 - $50,000",--,Patrick J Toomey,2016,6,14,15001,50000
6222,2016-07-08,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,8,1001,15000
6223,2016-07-07,Joint,AXLL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,7,1001,15000
6224,2016-07-06,Joint,MPLX,Sale (Partial),"$50,001 - $100,000",--,"David A Perdue , Jr",2016,7,6,50001,100000
6225,2016-07-06,Joint,ETP,Purchase,"$50,001 - $100,000",--,"David A Perdue , Jr",2016,7,6,50001,100000
6226,2016-07-06,Joint,AXLL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,7,6,1001,15000
6227,2016-06-30,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,30,1001,15000
6228,2016-06-29,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,29,1001,15000
6229,2016-06-29,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,29,1001,15000
6230,2016-06-29,Joint,WLK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,29,1001,15000
6231,2016-06-28,Joint,AXLL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,28,1001,15000
6232,2016-06-28,Joint,AXLL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,28,1001,15000
6233,2016-06-28,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,28,1001,15000
6234,2016-06-28,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,28,1001,15000
6235,2016-06-28,Joint,WLK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,28,1001,15000
6236,2016-06-27,Joint,SE,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",2016,6,27,15001,50000
6237,2016-06-27,Joint,NKE,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,6,27,15001,50000
6238,2016-06-27,Joint,BAC,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,27,1001,15000
6239,2016-06-27,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,27,1001,15000
6240,2016-06-27,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,27,1001,15000
6241,2016-06-27,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,27,1001,15000
6242,2016-06-27,Joint,AXLL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,27,1001,15000
6243,2016-06-24,Joint,AXLL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,24,1001,15000
6244,2016-06-24,Joint,AXLL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,24,1001,15000
6245,2016-06-24,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,24,1001,15000
6246,2016-06-24,Joint,FEYE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,24,1001,15000
6247,2016-06-23,Joint,WLK,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,23,1001,15000
6248,2016-06-23,Joint,HYH,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,23,1001,15000
6249,2016-06-22,Joint,AXLL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,22,1001,15000
6250,2016-06-21,Joint,AXLL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,21,1001,15000
6251,2016-06-20,Joint,BAC,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,20,1001,15000
6252,2016-06-13,Joint,SHPG,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,13,1001,15000
6253,2016-06-13,Joint,AXLL,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,6,13,1001,15000
6258,2016-06-01,Spouse,BIN,Exchange,"$15,001 - $50,000","Waste Connections/Progressive Waste stock merger. Now called ""Progressive Waste Solutions Ltd.""",Susan M Collins,2016,6,1,15001,50000
6259,2016-06-01,Spouse,WCN,Exchange,"$15,001 - $50,000","Waste Connections/Progressive Waste stock merger. Now called ""Progressive Waste Solutions Ltd.""",Susan M Collins,2016,6,1,15001,50000
6260,2016-06-28,Self,NFX,Sale (Partial),"$1,001 - $15,000",--,James M Inhofe,2016,6,28,1001,15000
6261,2016-06-28,Self,CLR,Sale (Partial),"$15,001 - $50,000",--,James M Inhofe,2016,6,28,15001,50000
6263,2016-06-29,Spouse,HD,Purchase,"$1,001 - $15,000",555,Pat Roberts,2016,6,29,1001,15000
6264,2016-06-29,Spouse,FB,Purchase,"$1,001 - $15,000",--,Pat Roberts,2016,6,29,1001,15000
6265,2016-06-10,Spouse,FB,Purchase,"$1,001 - $15,000",555,Pat Roberts,2016,6,10,1001,15000
6266,2016-06-10,Spouse,HDS,Purchase,"$1,001 - $15,000",555,Pat Roberts,2016,6,10,1001,15000
6267,2016-06-10,Spouse,NFLX,Purchase,"$1,001 - $15,000",Sep,Pat Roberts,2016,6,10,1001,15000
6270,2016-06-24,Spouse,AEE,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,2016,6,24,1001,15000
6277,2016-06-07,Spouse,WTR,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,2016,6,7,1001,15000
6279,2016-05-24,Self,CPGX,Sale (Full),"$1,001 - $15,000",--,Gary C Peters,2016,5,24,1001,15000
6280,2016-05-24,Self,IVZ,Purchase,"$1,001 - $15,000",--,Gary C Peters,2016,5,24,1001,15000
6281,2016-05-02,Joint,MTUM,Sale (Partial),"$15,001 - $50,000",--,Patrick J Toomey,2016,5,2,15001,50000
6282,2016-05-02,Joint,SHY,Sale (Partial),"$15,001 - $50,000",--,Patrick J Toomey,2016,5,2,15001,50000
6283,2016-06-09,Joint,PG,Sale (Partial),"$15,001 - $50,000",--,Patrick J Toomey,2016,6,9,15001,50000
6284,2016-05-17,Joint,VFC,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,2016,5,17,15001,50000
6285,2016-05-18,Joint,GILD,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,5,18,1001,15000
6286,2016-05-18,Joint,NFLX,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,5,18,1001,15000
6287,2016-05-24,Joint,CMCSA,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,5,24,1001,15000
6288,2016-05-24,Joint,FB,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,5,24,1001,15000
6289,2016-05-24,Joint,AMGN,Purchase,"$15,001 - $50,000",--,Sheldon Whitehouse,2016,5,24,15001,50000
6290,2016-06-07,Joint,PSA,Purchase,"$15,001 - $50,000",--,Sheldon Whitehouse,2016,6,7,15001,50000
6291,2016-06-07,Joint,ACN,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,2016,6,7,15001,50000
6292,2016-06-07,Joint,IBM,Purchase,"$15,001 - $50,000",--,Sheldon Whitehouse,2016,6,7,15001,50000
6293,2016-05-18,Child,NVDA,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,5,18,1001,15000
6294,2016-06-07,Child,SBUX,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,6,7,1001,15000
6295,2016-05-17,Self,VFC,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,2016,5,17,15001,50000
6296,2016-05-18,Self,NWL,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,5,18,1001,15000
6297,2016-05-18,Self,DEO,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,5,18,1001,15000
6298,2016-05-18,Self,CERN,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,2016,5,18,1001,15000
6299,2016-05-24,Self,REGN,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,5,24,1001,15000
6300,2016-05-24,Self,CMCSA,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,5,24,1001,15000
6301,2016-05-24,Self,FB,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,5,24,1001,15000
6302,2016-05-24,Self,TWTR,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,5,24,1001,15000
6303,2016-06-07,Self,IBM,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,6,7,1001,15000
6309,2016-05-23,Self,PRGO,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,5,23,50001,100000
6310,2016-05-25,Self,BABA,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,2016,5,25,50001,100000
6311,2016-05-17,Self,PG,Sale (Partial),"$50,001 - $100,000",--,James M Inhofe,2016,5,17,50001,100000
6312,2016-05-12,Self,CLR,Sale (Partial),"$50,001 - $100,000",--,James M Inhofe,2016,5,12,50001,100000
6315,2016-05-20,Joint,WFM,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,5,20,1001,15000
6316,2016-05-18,Joint,DISCA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,5,18,1001,15000
6317,2016-05-16,Joint,NKE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,5,16,1001,15000
6318,2016-05-16,Joint,SBUX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,5,16,1001,15000
6319,2016-05-11,Joint,SYY.SG,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,5,11,1001,15000
6320,2016-05-06,Joint,MYL,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,5,6,15001,50000
6321,2016-05-06,Joint,MYL,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,5,6,15001,50000
6322,2016-05-05,Joint,WBA,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,5,5,1001,15000
6323,2016-05-05,Joint,SBUX,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,5,5,1001,15000
6324,2016-05-05,Joint,FE,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,5,5,1001,15000
6325,2016-05-05,Joint,COST,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",2016,5,5,1001,15000
6326,2016-05-05,Joint,HON,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",2016,5,5,15001,50000
6327,2016-05-02,Joint,WPZ,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",2016,5,2,1001,15000
6330,2016-04-26,Self,NWL,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,4,26,1001,15000
6331,2016-04-12,Spouse,AMZN,Purchase,"$15,001 - $50,000",--,Sheldon Whitehouse,2016,4,12,15001,50000
6332,2016-04-12,Spouse,GOOGL,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,4,12,1001,15000
6333,2016-04-12,Spouse,AMGN,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,4,12,1001,15000
6334,2016-04-12,Spouse,TJX,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,4,12,1001,15000
6335,2016-05-04,Spouse,GE,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,5,4,1001,15000
6336,2016-04-19,Child,AMZN,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,2016,4,19,1001,15000
6337,2016-04-19,Child,NVDA,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,4,19,1001,15000
6338,2016-04-19,Child,VMW,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,2016,4,19,1001,15000
6339,2016-04-19,Child,WBA,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,4,19,1001,15000
6340,2016-04-19,Child,DIS,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,4,19,1001,15000
6341,2016-04-26,Joint,AAPL,Sale (Partial),"$15,001 - $50,000",--,Sheldon Whitehouse,2016,4,26,15001,50000
6344,2016-04-12,Child,STT,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,2016,4,12,15001,50000
6345,2016-04-12,Self,UA,Sale (Partial),"$1,001 - $15,000",Split into 2 share classes A &amp; C. He sold the A shares and kept the C shares.,Sheldon Whitehouse,2016,4,12,1001,15000
6346,2016-04-26,Self,NVDA,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,4,26,1001,15000
6347,2016-04-26,Self,AAPL,Sale (Partial),"$15,001 - $50,000",--,Sheldon Whitehouse,2016,4,26,15001,50000
6348,2016-04-26,Self,LRCX,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,2016,4,26,1001,15000
6350,2016-04-17,Joint,OKE,Sale (Partial),"$15,001 - $50,000",--,Rafael E Cruz,2016,4,17,15001,50000
6354,2016-04-28,Self,IRET,Sale (Full),"$100,001 - $250,000",--,John Hoeven,2016,4,28,100001,250000
6355,2016-04-27,Self,IRET,Sale (Partial),"$50,001 - $100,000",--,John Hoeven,2016,4,27,50001,100000
6356,2016-04-22,Self,VLO,Purchase,"$100,001 - $250,000",--,John Hoeven,2016,4,22,100001,250000
6357,2016-04-22,Self,MCD,Purchase,"$50,001 - $100,000",--,John Hoeven,2016,4,22,50001,100000
6358,2016-04-28,Self,RNWK,Sale (Partial),"$1,001 - $15,000",Sale of two blocks,Maria Cantwell,2016,4,28,1001,15000
6360,2016-04-19,Spouse,VFC,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2016,4,19,1001,15000
6361,2016-04-19,Spouse,UTX,Purchase,"$1,001 - $15,000",--,Shelley M Capito,2016,4,19,1001,15000
