,transaction_date,owner,ticker,type,amount,comment,senator,transaction_year,transaction_month,transaction_day,amount_lower,amount_upper
443,2020-12-22,Spouse,AAPL,Purchase,"$15,001 - $50,000",sep,Pat Roberts,2020,12,22,15001,50000
444,2020-12-16,Spouse,AAPL,Sale (Partial),"$100,001 - $250,000",sep,Pat Roberts,2020,12,16,100001,250000
445,2020-12-02,Spouse,ZM,Purchase,"$15,001 - $50,000",sep,Pat Roberts,2020,12,2,15001,50000
446,2020-12-15,Self,AIV,Exchange,"$15,001 - $50,000",Exchange of stock due to partial corporate spin-off and renaming.,Patrick J Toomey,2020,12,15,15001,50000
447,2020-12-08,Self,NTRP,Exchange,"$1,001 - $15,000",Exchange of stock due to corporate spin-off of the legacy assets and liabilities of NTRP not merged into PTPI.,Patrick J Toomey,2020,12,8,1001,15000
448,2020-12-02,Self,NTRP,Exchange,"$1,001 - $15,000",Exchange of stock due to corporate merger.,Patrick J Toomey,2020,12,2,1001,15000
449,2020-11-30,Self,AIV,Purchase,"$1,001 - $15,000",Shares acquired through special dividend issued by AIV in the form of stock.,Patrick J Toomey,2020,11,30,1001,15000
450,2020-12-22,Self,CRSP,Sale (Partial),"$50,001 - $100,000",--,James M Inhofe,2020,12,22,50001,100000
451,2020-12-15,Self,BLK,Sale (Partial),"$50,001 - $100,000",--,James M Inhofe,2020,12,15,50001,100000
455,2020-11-17,Joint,PFE,Exchange,"$1,001 - $15,000",--,Jacklyn S Rosen,2020,11,17,1001,15000
458,2020-11-05,Spouse,WMT,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2020,11,5,1001,15000
459,2020-11-05,Spouse,UPS,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2020,11,5,1001,15000
460,2020-11-05,Spouse,SBUX,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2020,11,5,1001,15000
461,2020-11-05,Spouse,PLD,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2020,11,5,1001,15000
462,2020-11-05,Spouse,PG,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2020,11,5,1001,15000
463,2020-11-05,Spouse,JPM,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2020,11,5,1001,15000
464,2020-11-05,Spouse,MSFT,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2020,11,5,1001,15000
465,2020-11-05,Spouse,MDT,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2020,11,5,1001,15000
466,2020-11-05,Spouse,LOW,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2020,11,5,1001,15000
467,2020-11-05,Spouse,IBM,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2020,11,5,1001,15000
468,2020-11-05,Spouse,DOW,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2020,11,5,1001,15000
469,2020-11-05,Spouse,DIS,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2020,11,5,1001,15000
470,2020-11-05,Spouse,CMCSA,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2020,11,5,1001,15000
471,2020-11-05,Spouse,CSCO,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2020,11,5,1001,15000
472,2020-11-05,Spouse,CVS,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2020,11,5,1001,15000
473,2020-11-05,Spouse,BLK,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2020,11,5,1001,15000
474,2020-11-05,Spouse,AAPL,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2020,11,5,1001,15000
475,2020-11-05,Spouse,AMGN,Sale (Full),"$1,001 - $15,000",--,William Cassidy,2020,11,5,1001,15000
476,2020-12-03,Spouse,WFC,Purchase,"$1,001 - $15,000",Dividend Reinvestment,"A. Mitchell Mcconnell, Jr.",2020,12,3,1001,15000
477,2020-11-10,Spouse,BYND,Sale (Full),"$50,001 - $100,000",--,Ron L Wyden,2020,11,10,50001,100000
478,2020-11-16,Spouse,BA,Purchase,"$15,001 - $50,000",R,Pat Roberts,2020,11,16,15001,50000
479,2020-11-16,Spouse,V,Purchase,"$15,001 - $50,000",555,Pat Roberts,2020,11,16,15001,50000
480,2020-11-24,Spouse,COST,Purchase,"$15,001 - $50,000",555,Pat Roberts,2020,11,24,15001,50000
481,2020-11-04,Spouse,COST,Sale (Full),"$15,001 - $50,000",555,Pat Roberts,2020,11,4,15001,50000
482,2020-11-09,Spouse,BA,Sale (Full),"$15,001 - $50,000",sep,Pat Roberts,2020,11,9,15001,50000
484,2020-11-04,Spouse,NVDA,Sale (Full),"$15,001 - $50,000",sep,Pat Roberts,2020,11,4,15001,50000
485,2020-11-17,Joint,W,Purchase,"$15,001 - $50,000",R,Pat Roberts,2020,11,17,15001,50000
486,2020-11-16,Spouse,DAL,Purchase,"$1,001 - $15,000",R,Pat Roberts,2020,11,16,1001,15000
488,2020-11-10,Spouse,DIS,Purchase,"$1,001 - $15,000",R,Pat Roberts,2020,11,10,1001,15000
496,2020-11-20,Spouse,V,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
497,2020-11-20,Spouse,QCOM,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
498,2020-11-20,Spouse,SNPS,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
499,2020-11-20,Spouse,GOLD,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
500,2020-11-20,Spouse,OHI,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
501,2020-11-20,Spouse,WIW,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
502,2020-11-20,Spouse,ERIC,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
504,2020-11-20,Spouse,ARE,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
505,2020-11-20,Spouse,LGI,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
507,2020-11-20,Spouse,MRVL,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
508,2020-11-20,Spouse,BRKR,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
509,2020-11-20,Spouse,MANT,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
510,2020-11-20,Spouse,ACIW,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
511,2020-11-20,Spouse,SWKS,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
512,2020-11-20,Spouse,NUAN,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
513,2020-11-20,Spouse,AJRD,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
515,2020-11-20,Spouse,CONE,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
516,2020-11-20,Spouse,CEF,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
517,2020-11-20,Spouse,WW,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
520,2020-11-20,Spouse,GMAB,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
521,2020-11-20,Spouse,BAH,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
522,2020-11-20,Spouse,LDP,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
523,2020-11-20,Spouse,ABBV,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
525,2020-11-20,Spouse,HBI,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
526,2020-11-20,Spouse,ATVI,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
527,2020-11-20,Spouse,FTNT,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
529,2020-11-20,Spouse,NTLA,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
535,2020-11-20,Spouse,MAXR,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
536,2020-11-20,Spouse,ARNA,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
538,2020-11-20,Spouse,KEYS,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
539,2020-11-20,Spouse,PAGS,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
540,2020-11-20,Spouse,CTVA,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
541,2020-11-20,Spouse,VIAV,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
542,2020-11-20,Spouse,SI,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
543,2020-11-20,Spouse,CRWD,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
544,2020-11-20,Spouse,DD,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
545,2020-11-20,Spouse,DOW,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
546,2020-11-20,Spouse,DDOG,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
547,2020-11-20,Spouse,EVOP,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
548,2020-11-20,Spouse,AAPL,Sale (Partial),"$50,001 - $100,000",--,Thomas R Carper,2020,11,20,50001,100000
549,2020-11-20,Spouse,GLW,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
550,2020-11-20,Spouse,HAL,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
551,2020-11-20,Spouse,PAAS,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
552,2020-11-20,Spouse,TMO,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,20,1001,15000
554,2020-11-16,Spouse,RIO,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,11,16,1001,15000
556,2020-10-09,Self,FTV,Exchange,"$1,001 - $15,000",--,Sheldon Whitehouse,2020,10,9,1001,15000
557,2020-10-16,Child,NVDA,Purchase,"$1,001 - $15,000",Underlying asset of Fidelity Brokerage - Dependent #3,Ron L Wyden,2020,10,16,1001,15000
558,2020-10-16,Child,WDAY,Purchase,"$1,001 - $15,000",Underlying asset of Fidelity Brokerage - Dependent #3,Ron L Wyden,2020,10,16,1001,15000
559,2020-10-16,Child,NVDA,Purchase,"$1,001 - $15,000",Underlying asset of Fidelity Brokerage - Dependent #2,Ron L Wyden,2020,10,16,1001,15000
560,2020-10-16,Child,WDAY,Purchase,"$1,001 - $15,000",Underlying asset of Fidelity Brokerage - Dependent #2,Ron L Wyden,2020,10,16,1001,15000
561,2020-10-16,Child,NVDA,Purchase,"$1,001 - $15,000",Underlying asset of Fidelity Brokerage - Dependent #1,Ron L Wyden,2020,10,16,1001,15000
562,2020-10-16,Child,WDAY,Purchase,"$1,001 - $15,000",Underlying asset of Fidelity Brokerage - Dependent #1,Ron L Wyden,2020,10,16,1001,15000
565,2020-10-13,Spouse,BBY,Sale (Full),"$1,001 - $15,000",555,Pat Roberts,2020,10,13,1001,15000
566,2020-10-13,Spouse,NVAX,Sale (Full),"$1,001 - $15,000",555,Pat Roberts,2020,10,13,1001,15000
571,2020-09-09,Joint,CB,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,2020,9,9,15001,50000
572,2020-09-30,Joint,TT,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,2020,9,30,15001,50000
573,2020-09-30,Self,TT,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,2020,9,30,15001,50000
576,2020-09-11,Spouse,AAPL,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,2020,9,11,1001,15000
577,2020-09-14,Child,NFLX,Sale (Full),"$1,001 - $15,000",Underlying asset of dependent #1,Ron L Wyden,2020,9,14,1001,15000
578,2020-09-14,Child,NFLX,Sale (Full),"$1,001 - $15,000",Underlying asset of dependent #2,Ron L Wyden,2020,9,14,1001,15000
579,2020-09-23,Child,NFLX,Sale (Full),"$1,001 - $15,000",Underlying asset of dependent #3,Ron L Wyden,2020,9,23,1001,15000
582,2020-09-24,Spouse,LDP,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,9,24,1001,15000
583,2020-09-22,Spouse,LDP,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,9,22,1001,15000
584,2020-09-22,Spouse,WIW,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,9,22,1001,15000
586,2020-09-04,Spouse,BA,Sale (Full),"$15,001 - $50,000",555,Pat Roberts,2020,9,4,15001,50000
587,2020-09-04,Spouse,WMT,Sale (Full),"$1,001 - $15,000",555,Pat Roberts,2020,9,4,1001,15000
588,2020-09-17,Spouse,AAPL,Purchase,"$1,001 - $15,000",sep,Pat Roberts,2020,9,17,1001,15000
589,2020-09-14,Spouse,NVDA,Purchase,"$15,001 - $50,000",sep,Pat Roberts,2020,9,14,15001,50000
590,2020-09-11,Spouse,AAPL,Purchase,"$1,001 - $15,000",sep,Pat Roberts,2020,9,11,1001,15000
591,2020-09-09,Spouse,AAPL,Purchase,"$15,001 - $50,000",sep,Pat Roberts,2020,9,9,15001,50000
592,2020-09-04,Spouse,NVDA,Sale (Full),"$15,001 - $50,000",sep,Pat Roberts,2020,9,4,15001,50000
593,2020-09-04,Spouse,NFLX,Purchase,"$50,001 - $100,000",sep,Pat Roberts,2020,9,4,50001,100000
594,2020-09-04,Spouse,NVDA,Purchase,"$50,001 - $100,000",sep,Pat Roberts,2020,9,4,50001,100000
595,2020-09-04,Spouse,NFLX,Sale (Full),"$50,001 - $100,000",sep,Pat Roberts,2020,9,4,50001,100000
596,2020-09-04,Spouse,BYND,Sale (Full),"$1,001 - $15,000",sep,Pat Roberts,2020,9,4,1001,15000
597,2020-09-04,Spouse,NVDA,Sale (Full),"$15,001 - $50,000",sep,Pat Roberts,2020,9,4,15001,50000
598,2020-09-03,Spouse,AAPL,Purchase,"$15,001 - $50,000",sep,Pat Roberts,2020,9,3,15001,50000
599,2020-09-02,Spouse,AAPL,Purchase,"$50,001 - $100,000",sep,Pat Roberts,2020,9,2,50001,100000
600,2020-09-01,Spouse,TSLA,Sale (Full),"$50,001 - $100,000",sep,Pat Roberts,2020,9,1,50001,100000
601,2020-09-04,Spouse,NVDA,Sale (Full),"$15,001 - $50,000",R,Pat Roberts,2020,9,4,15001,50000
602,2020-09-16,Spouse,W,Purchase,"$15,001 - $50,000",R,Pat Roberts,2020,9,16,15001,50000
603,2020-09-09,Spouse,AAPL,Purchase,"$15,001 - $50,000",r,Pat Roberts,2020,9,9,15001,50000
604,2020-09-09,Spouse,ZM,Purchase,"$15,001 - $50,000",R,Pat Roberts,2020,9,9,15001,50000
605,2020-09-04,Spouse,MSFT,Sale (Full),"$50,001 - $100,000",R,Pat Roberts,2020,9,4,50001,100000
606,2020-09-03,Spouse,MSFT,Purchase,"$15,001 - $50,000",R,Pat Roberts,2020,9,3,15001,50000
607,2020-09-03,Spouse,AAPL,Purchase,"$15,001 - $50,000",R,Pat Roberts,2020,9,3,15001,50000
619,2020-09-02,Spouse,W,Sale (Full),"$50,001 - $100,000",--,Ron L Wyden,2020,9,2,50001,100000
620,2020-09-02,Spouse,AAPL,Purchase,"$50,001 - $100,000",--,Ron L Wyden,2020,9,2,50001,100000
621,2020-09-01,Spouse,AMZN,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,9,1,15001,50000
622,2020-08-27,Spouse,AAPL,Purchase,"$50,001 - $100,000",--,Ron L Wyden,2020,8,27,50001,100000
623,2020-08-27,Spouse,AMWD,Sale (Full),"$1,001 - $15,000",--,Ron L Wyden,2020,8,27,1001,15000
624,2020-08-26,Spouse,IRBT,Purchase,"$1,001 - $15,000",--,Ron L Wyden,2020,8,26,1001,15000
625,2020-08-25,Spouse,UPS,Purchase,"$50,001 - $100,000",--,Ron L Wyden,2020,8,25,50001,100000
626,2020-08-25,Spouse,FDX,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,8,25,15001,50000
627,2020-08-24,Spouse,W,Purchase,"$50,001 - $100,000",--,Ron L Wyden,2020,8,24,50001,100000
628,2020-08-24,Spouse,SQ,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,8,24,15001,50000
629,2020-08-24,Spouse,KR,Sale (Full),"$50,001 - $100,000",--,Ron L Wyden,2020,8,24,50001,100000
630,2020-08-24,Spouse,CLX,Sale (Full),"$1,001 - $15,000",--,Ron L Wyden,2020,8,24,1001,15000
631,2020-08-24,Spouse,AMWD,Purchase,"$1,001 - $15,000",--,Ron L Wyden,2020,8,24,1001,15000
632,2020-08-19,Spouse,SBUX,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,2020,8,19,1001,15000
633,2020-08-19,Spouse,MSFT,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,2020,8,19,1001,15000
634,2020-08-19,Spouse,LOW,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,2020,8,19,1001,15000
635,2020-08-19,Spouse,IBM,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,2020,8,19,1001,15000
636,2020-08-19,Spouse,DIS,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,2020,8,19,1001,15000
637,2020-08-19,Spouse,CMCSA,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,2020,8,19,1001,15000
638,2020-08-19,Spouse,CSCO,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,2020,8,19,1001,15000
639,2020-08-19,Spouse,AAPL,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,2020,8,19,1001,15000
640,2020-08-18,Spouse,VZ,Purchase,"$1,001 - $15,000",--,"Angus S King, Jr.",2020,8,18,1001,15000
641,2020-08-18,Spouse,SLB,Sale (Full),"$1,001 - $15,000",--,"Angus S King, Jr.",2020,8,18,1001,15000
642,2020-08-18,Spouse,XOM,Sale (Full),"$1,001 - $15,000",--,"Angus S King, Jr.",2020,8,18,1001,15000
643,2020-08-18,Spouse,COP,Sale (Full),"$1,001 - $15,000",--,"Angus S King, Jr.",2020,8,18,1001,15000
644,2020-09-02,Spouse,WFC,Purchase,"$1,001 - $15,000",Dividend Reinvestment,"A. Mitchell Mcconnell, Jr.",2020,9,2,1001,15000
646,2020-08-28,Child,TSLA,Purchase,"$1,001 - $15,000",Child #2,Patrick J Toomey,2020,8,28,1001,15000
647,2020-08-27,Child,AAPL,Purchase,"$1,001 - $15,000",Child #2,Patrick J Toomey,2020,8,27,1001,15000
649,2020-08-21,Spouse,WFC,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
650,2020-08-21,Spouse,DIS,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
651,2020-08-21,Spouse,V,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
652,2020-08-21,Spouse,TXN,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
653,2020-08-21,Spouse,JPM,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
654,2020-08-21,Spouse,KO,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
655,2020-08-21,Spouse,AAPL,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
656,2020-08-21,Spouse,ALL,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
657,2020-08-21,Spouse,ABBV,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
658,2020-08-21,Spouse,KR,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
659,2020-08-21,Spouse,CVX,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
660,2020-08-21,Spouse,BRK-B,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
661,2020-08-21,Self,WFC,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
662,2020-08-21,Self,DIS,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
663,2020-08-21,Self,V,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
664,2020-08-21,Self,TXN,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
665,2020-08-21,Self,RDS-B,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
666,2020-08-21,Self,OXY,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
667,2020-08-21,Self,MPC,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
668,2020-08-21,Self,JPM,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
669,2020-08-21,Self,COST,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
670,2020-08-21,Self,KO,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
671,2020-08-21,Self,BRK-B,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
672,2020-08-21,Self,AAPL,Sale (Partial),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
673,2020-08-21,Self,ALL,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
674,2020-08-21,Self,ABBV,Sale (Full),"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
675,2020-08-21,Self,KR,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
676,2020-08-21,Self,USB,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
677,2020-08-21,Self,JNJ,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
678,2020-08-21,Self,INTC,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
679,2020-08-21,Self,GILD,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
680,2020-08-21,Self,CVS,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
681,2020-08-21,Self,CVX,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
682,2020-08-21,Self,BAC,Purchase,"$1,001 - $15,000",--,"Jerry Moran,",2020,8,21,1001,15000
685,2020-08-21,Spouse,LDP,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,8,21,1001,15000
687,2020-08-21,Spouse,TCEHY,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,2020,8,21,1001,15000
688,2020-08-21,Spouse,ARE,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,2020,8,21,1001,15000
689,2020-08-21,Spouse,CONE,Sale (Partial),"$1,001 - $15,000",--,Thomas R Carper,2020,8,21,1001,15000
692,2020-08-06,Spouse,LDP,Purchase,"$1,001 - $15,000",--,Thomas R Carper,2020,8,6,1001,15000
695,2020-08-27,Spouse,AAPL,Sale (Full),"$50,001 - $100,000",R,Pat Roberts,2020,8,27,50001,100000
696,2020-08-05,Spouse,BA,Purchase,"$15,001 - $50,000",R,Pat Roberts,2020,8,5,15001,50000
697,2020-08-19,Spouse,WMT,Purchase,"$1,001 - $15,000",555,Pat Roberts,2020,8,19,1001,15000
698,2020-08-18,Spouse,GOLD,Purchase,"$1,001 - $15,000",555,Pat Roberts,2020,8,18,1001,15000
699,2020-08-18,Spouse,BBY,Purchase,"$1,001 - $15,000",555,Pat Roberts,2020,8,18,1001,15000
700,2020-08-18,Spouse,GLD,Purchase,"$15,001 - $50,000",555,Pat Roberts,2020,8,18,15001,50000
701,2020-08-17,Spouse,NVAX,Purchase,"$1,001 - $15,000",555,Pat Roberts,2020,8,17,1001,15000
702,2020-08-27,Spouse,AAPL,Sale (Full),"$50,001 - $100,000",sep,Pat Roberts,2020,8,27,50001,100000
703,2020-08-03,Spouse,TSLA,Purchase,"$50,001 - $100,000",sep,Pat Roberts,2020,8,3,50001,100000
704,2020-08-03,Spouse,AAPL,Purchase,"$50,001 - $100,000",sep,Pat Roberts,2020,8,3,50001,100000
705,2020-07-31,Spouse,AAPL,Sale (Full),"$50,001 - $100,000",Sep,Pat Roberts,2020,7,31,50001,100000
706,2020-08-20,Child,NFLX,Purchase,"$1,001 - $15,000",Underlying asset of dependent child #3,Ron L Wyden,2020,8,20,1001,15000
707,2020-08-20,Child,NFLX,Purchase,"$1,001 - $15,000",Underlying asset of dependent child #2,Ron L Wyden,2020,8,20,1001,15000
708,2020-08-20,Child,NFLX,Purchase,"$1,001 - $15,000",Underlying asset of dependent child #1,Ron L Wyden,2020,8,20,1001,15000
709,2020-08-21,Spouse,NVDA,Purchase,"$50,001 - $100,000",--,Ron L Wyden,2020,8,21,50001,100000
710,2020-08-21,Spouse,UPS,Purchase,"$50,001 - $100,000",--,Ron L Wyden,2020,8,21,50001,100000
711,2020-08-21,Spouse,FDX,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,8,21,15001,50000
712,2020-08-21,Spouse,SQ,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,8,21,15001,50000
713,2020-08-21,Spouse,T,Sale (Full),"$50,001 - $100,000",--,Ron L Wyden,2020,8,21,50001,100000
714,2020-08-21,Spouse,XOM,Sale (Full),"$15,001 - $50,000",--,Ron L Wyden,2020,8,21,15001,50000
715,2020-08-19,Spouse,UPS,Purchase,"$50,001 - $100,000",--,Ron L Wyden,2020,8,19,50001,100000
716,2020-08-19,Spouse,NVDA,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,8,19,15001,50000
717,2020-08-19,Spouse,KR,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,8,19,15001,50000
718,2020-08-19,Spouse,FDX,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,8,19,15001,50000
719,2020-08-18,Spouse,LOW,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,8,18,15001,50000
720,2020-08-18,Spouse,DHI,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,8,18,15001,50000
721,2020-08-17,Spouse,UPS,Purchase,"$50,001 - $100,000",--,Ron L Wyden,2020,8,17,50001,100000
722,2020-08-14,Spouse,UPS,Purchase,"$15,001 - $50,000",--,Ron L Wyden,2020,8,14,15001,50000
