,transaction_date,owner,ticker,type,amount,comment,senator,transaction_year,transaction_month,transaction_day,amount_lower,amount_upper,sell_date,weight,gain
173,2015-08-07,Joint,CVX,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,2015,8,7,1001,15000,2016-08-03,32500.5,0.20131344012360075
174,2015-06-04,Joint,VZ,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,2015,6,4,1001,15000,2017-01-27,32500.5,0.03118503217431565
175,2015-06-04,Joint,VZ,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,2015,6,4,1001,15000,2017-01-27,32500.5,0.03118503217431565
176,2017-02-13,Joint,GE,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,2017,2,13,1001,15000,2017-05-18,8000.5,-0.0852197032763846
177,2017-01-25,Joint,T,Purchase,"$15,001 - $50,000",--,Patrick J Toomey,2017,1,25,15001,50000,2017-08-07,32500.5,-0.0693403956077986
178,2017-01-25,Joint,BAC,Purchase,"$15,001 - $50,000",--,Patrick J Toomey,2017,1,25,15001,50000,2018-01-05,32500.5,0.29781766514908536
179,2018-05-02,Self,BOX,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,2018,5,2,1001,15000,2018-05-02,8000.5,0.0
180,2015-04-27,Joint,PG,Purchase,"$15,001 - $50,000",--,Patrick J Toomey,2015,4,27,15001,50000,2018-08-02,32500.5,0.017369746307481834
181,2017-12-07,Self,GE,Purchase,"$1,001 - $15,000",--,Patrick J Toomey,2017,12,7,1001,15000,2018-09-06,8000.5,-0.2936194699384634
182,2020-07-07,Child,TSLA,Purchase,"$1,001 - $15,000",Child #2,Patrick J Toomey,2020,7,7,1001,15000,2020-07-07,8000.5,0.0
183,2020-07-09,Child,NKLA,Purchase,"$1,001 - $15,000",Child #2,Patrick J Toomey,2020,7,9,1001,15000,2020-07-20,8000.5,-0.32215638133953683
184,2020-08-28,Child,TSLA,Purchase,"$1,001 - $15,000",Child #2,Patrick J Toomey,2020,8,28,1001,15000,2021-01-27,8000.5,0.9521098478409027
185,2021-01-27,Child,GME,Purchase,"$1,001 - $15,000",Child #2,Patrick J Toomey,2021,1,27,1001,15000,2021-01-28,8000.5,-0.442893727768914
186,2015-06-22,Self,NGIPX,Purchase,"$1,001 - $15,000",--,James M Inhofe,2015,6,22,1001,15000,2015-07-09,8000.5,
187,2015-07-20,Self,CLR,Purchase,"$15,001 - $50,000",--,James M Inhofe,2015,7,20,15001,50000,2015-08-24,32500.5,-0.23664984683315815
188,2015-04-21,Self,EMR,Purchase,"$50,001 - $100,000",--,James M Inhofe,2015,4,21,50001,100000,2015-08-24,75000.5,-0.20371007148200002
189,2015-08-24,Self,CHK,Purchase,"$15,001 - $50,000",--,James M Inhofe,2015,8,24,15001,50000,2016-01-08,32500.5,
190,2015-07-09,Self,ITC,Purchase,"$50,001 - $100,000",--,James M Inhofe,2015,7,9,50001,100000,2016-01-08,75000.5,
191,2016-01-08,Self,CLR,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,1,8,50001,100000,2019-04-16,32500.5,1.2488500415993267
192,2015-04-29,Self,PG,Purchase,"$15,001 - $50,000",--,James M Inhofe,2015,4,29,15001,50000,2020-01-13,175000.5,0.5639323686886585
193,2016-03-24,Self,NFX,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,3,24,50001,100000,2017-06-26,32500.5,-0.14576902609651043
194,2016-01-08,Self,CLR,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,1,8,50001,100000,2019-04-16,32500.5,1.2488500415993267
195,2015-07-09,Self,BIIB,Purchase,"$15,001 - $50,000",--,James M Inhofe,2015,7,9,15001,50000,2016-07-21,75000.5,-0.2926193840003027
196,2016-05-23,Self,PRGO,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,5,23,50001,100000,2016-08-12,75000.5,-0.05925134669013202
197,2015-08-24,Self,A,Purchase,"$15,001 - $50,000",--,James M Inhofe,2015,8,24,15001,50000,2016-09-13,75000.5,0.29469438093337763
198,2016-03-11,Self,CTSH,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,3,11,50001,100000,2016-11-15,32500.5,-0.049148727255780365
199,2015-08-12,Self,ARW,Purchase,"$50,001 - $100,000",--,James M Inhofe,2015,8,12,50001,100000,2017-01-11,75000.5,0.2824533761433789
200,2016-04-21,Self,SYF,Purchase,"$15,001 - $50,000",--,James M Inhofe,2016,4,21,15001,50000,2017-03-02,75000.5,0.18244579653154733
201,2016-12-01,Self,CERN,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,12,1,50001,100000,2017-02-10,75000.5,0.07336391186634025
202,2016-09-15,Self,AGN,Purchase,"$15,001 - $50,000",--,James M Inhofe,2016,9,15,15001,50000,2018-02-22,75000.5,
203,2017-02-01,Self,BMY,Purchase,"$15,001 - $50,000",--,James M Inhofe,2017,2,1,15001,50000,2018-06-04,75000.5,0.043822272414112816
204,2016-04-21,Self,SYF,Purchase,"$15,001 - $50,000",--,James M Inhofe,2016,4,21,15001,50000,2017-03-02,75000.5,0.18244579653154733
205,2017-01-19,Self,UL,Purchase,"$15,001 - $50,000",--,James M Inhofe,2017,1,19,15001,50000,2017-06-19,75000.5,0.32025979592838905
206,2017-01-19,Self,UL,Purchase,"$15,001 - $50,000",--,James M Inhofe,2017,1,19,15001,50000,2017-06-19,75000.5,0.32025979592838905
207,2016-03-24,Self,NFX,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,3,24,50001,100000,2017-06-26,32500.5,-0.14576902609651043
208,2016-08-08,Self,C,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,8,8,50001,100000,2020-03-09,75000.5,0.11771105211444291
209,2017-04-05,Self,GE,Purchase,"$15,001 - $50,000",--,James M Inhofe,2017,4,5,15001,50000,2017-10-23,75000.5,-0.2552552793054061
210,2017-05-17,Self,FLR,Purchase,"$50,001 - $100,000",--,James M Inhofe,2017,5,17,50001,100000,2017-08-04,75000.5,-0.1239885901093983
211,2017-03-07,Self,GM,Purchase,"$50,001 - $100,000",--,James M Inhofe,2017,3,7,50001,100000,2017-08-30,175000.5,-0.04530918822490812
212,2017-09-15,Self,CVS,Purchase,"$50,001 - $100,000",--,James M Inhofe,2017,9,15,50001,100000,2017-10-11,75000.5,-0.11145842067034832
213,2016-09-30,Self,DIS,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,9,30,50001,100000,2017-10-13,75000.5,0.0486753889011125
214,2017-04-05,Self,GE,Purchase,"$15,001 - $50,000",--,James M Inhofe,2017,4,5,15001,50000,2017-10-23,75000.5,-0.2552552793054061
215,2017-04-20,Self,HBI,Purchase,"$100,001 - $250,000",--,James M Inhofe,2017,4,20,100001,250000,2017-10-23,175000.5,0.032520381235410595
216,2017-08-23,Self,XON,Purchase,"$1,001 - $15,000",--,James M Inhofe,2017,8,23,1001,15000,2017-11-10,32500.5,
217,2015-07-09,Self,PCLN,Purchase,"$15,001 - $50,000",--,James M Inhofe,2015,7,9,15001,50000,2017-11-13,75000.5,
218,2017-06-26,Self,RSPP,Purchase,"$50,001 - $100,000",--,James M Inhofe,2017,6,26,50001,100000,2017-11-13,75000.5,0.1480680414671173
219,2017-01-11,Self,BUD,Purchase,"$50,001 - $100,000",--,James M Inhofe,2017,1,11,50001,100000,2018-01-25,75000.5,0.0811221935854896
220,2016-09-15,Self,AGN,Purchase,"$15,001 - $50,000",--,James M Inhofe,2016,9,15,15001,50000,2018-02-22,75000.5,
221,2016-12-15,Self,GILD,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,12,15,50001,100000,2018-02-22,75000.5,0.050959607129116014
222,2017-10-17,Self,BLK,Purchase,"$15,001 - $50,000",--,James M Inhofe,2017,10,17,15001,50000,2020-12-15,75000.5,0.4681526876197392
223,2017-01-26,Self,CHKP,Purchase,"$50,001 - $100,000",--,James M Inhofe,2017,1,26,50001,100000,2018-04-26,75000.5,-0.006826267534684206
224,2015-08-24,Self,AAPL,Purchase,"$15,001 - $50,000",--,James M Inhofe,2015,8,24,15001,50000,2020-07-15,32500.5,2.7907290873248254
225,2018-01-11,Self,UNH,Purchase,"$50,001 - $100,000",--,James M Inhofe,2018,1,11,50001,100000,2019-09-30,32500.5,-0.03580457024394633
226,2017-04-25,Self,CRM,Purchase,"$50,001 - $100,000",--,James M Inhofe,2017,4,25,50001,100000,2018-10-11,75000.5,0.6429499173234697
227,2018-02-09,Self,MSFT,Purchase,"$15,001 - $50,000",--,James M Inhofe,2018,2,9,15001,50000,2019-01-29,32500.5,0.16738491818041104
228,2017-11-13,Self,XOM,Purchase,"$50,001 - $100,000",--,James M Inhofe,2017,11,13,50001,100000,2018-05-03,75000.5,-0.07660753433319607
229,2017-10-12,Self,COHR,Purchase,"$1,001 - $15,000",--,James M Inhofe,2017,10,12,1001,15000,2018-05-03,75000.5,-0.3404682971099487
230,2017-12-26,Self,DAL,Purchase,"$100,001 - $250,000",--,James M Inhofe,2017,12,26,100001,250000,2019-01-16,75000.5,-0.1582491628013817
231,2017-10-17,Self,BLK,Purchase,"$15,001 - $50,000",--,James M Inhofe,2017,10,17,15001,50000,2020-12-15,75000.5,0.4681526876197392
232,2016-08-08,Self,C,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,8,8,50001,100000,2020-03-09,75000.5,0.11771105211444291
233,2018-02-09,Self,KMX,Purchase,"$15,001 - $50,000",--,James M Inhofe,2018,2,9,15001,50000,2019-01-16,175000.5,-0.008063213836118613
234,2016-01-08,Self,CLR,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,1,8,50001,100000,2019-04-16,32500.5,1.2488500415993267
235,2016-01-08,Self,CLR,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,1,8,50001,100000,2019-04-16,32500.5,1.2488500415993267
236,2017-02-01,Self,BMY,Purchase,"$15,001 - $50,000",--,James M Inhofe,2017,2,1,15001,50000,2018-06-04,75000.5,0.043822272414112816
237,2017-10-19,Self,CRSP,Purchase,"$15,001 - $50,000",--,James M Inhofe,2017,10,19,15001,50000,2021-01-05,8000.5,7.467053291041203
238,2017-06-19,Self,ST,Purchase,"$50,001 - $100,000",--,James M Inhofe,2017,6,19,50001,100000,2018-06-28,75000.5,0.1170960166431576
239,2017-05-30,Self,BFAM,Purchase,"$50,001 - $100,000",--,James M Inhofe,2017,5,30,50001,100000,2020-01-13,75000.5,1.1245777594140214
240,2018-02-22,Self,XPO,Purchase,"$50,001 - $100,000",--,James M Inhofe,2018,2,22,50001,100000,2018-09-28,75000.5,0.2202864188841507
241,2018-06-28,Self,LEA,Purchase,"$15,001 - $50,000",--,James M Inhofe,2018,6,28,15001,50000,2018-10-08,32500.5,-0.2298064233876486
242,2017-04-25,Self,CRM,Purchase,"$50,001 - $100,000",--,James M Inhofe,2017,4,25,50001,100000,2018-10-11,75000.5,0.6429499173234697
243,2017-10-19,Self,NTLA,Purchase,"$15,001 - $50,000",--,James M Inhofe,2017,10,19,15001,50000,2018-10-25,32500.5,-0.2869875028882223
244,2018-10-10,Self,GE,Purchase,"$50,001 - $100,000",--,James M Inhofe,2018,10,10,50001,100000,2018-10-31,32500.5,-0.23945784718468766
245,2018-10-08,Self,APTV,Purchase,"$15,001 - $50,000",--,James M Inhofe,2018,10,8,15001,50000,2018-12-27,32500.5,-0.2225846743167384
246,2018-07-12,Self,CELG,Purchase,"$15,001 - $50,000",--,James M Inhofe,2018,7,12,15001,50000,2018-12-31,32500.5,
247,2018-10-25,Self,XPO,Purchase,"$50,001 - $100,000",--,James M Inhofe,2018,10,25,50001,100000,2018-12-13,32500.5,-0.5067612570484241
248,2018-10-08,Self,APTV,Purchase,"$15,001 - $50,000",--,James M Inhofe,2018,10,8,15001,50000,2018-12-27,32500.5,-0.2225846743167384
249,2018-07-12,Self,CELG,Purchase,"$15,001 - $50,000",--,James M Inhofe,2018,7,12,15001,50000,2018-12-31,32500.5,
250,2015-08-12,Self,MRK,Purchase,"$15,001 - $50,000",--,James M Inhofe,2015,8,12,15001,50000,2019-01-11,175000.5,0.28561624730108853
251,2018-10-17,Self,ALB,Purchase,"$15,001 - $50,000",--,James M Inhofe,2018,10,17,15001,50000,2019-01-16,32500.5,-0.23245431333666802
252,2017-10-23,Self,BABA,Purchase,"$15,001 - $50,000",--,James M Inhofe,2017,10,23,15001,50000,2019-01-16,32500.5,-0.1056432046963895
253,2018-02-09,Self,KMX,Purchase,"$15,001 - $50,000",--,James M Inhofe,2018,2,9,15001,50000,2019-01-16,175000.5,-0.008063213836118613
254,2017-12-26,Self,DAL,Purchase,"$100,001 - $250,000",--,James M Inhofe,2017,12,26,100001,250000,2019-01-16,75000.5,-0.1582491628013817
255,2018-02-09,Self,MSFT,Purchase,"$15,001 - $50,000",--,James M Inhofe,2018,2,9,15001,50000,2019-01-29,32500.5,0.16738491818041104
256,2017-10-19,Self,EDIT,Purchase,"$15,001 - $50,000",--,James M Inhofe,2017,10,19,15001,50000,2019-02-04,32500.5,-0.085177488540379
257,2018-07-26,Self,DHR,Purchase,"$50,001 - $100,000",--,James M Inhofe,2018,7,26,50001,100000,2019-03-01,32500.5,0.23104340992400524
258,2016-01-08,Self,CLR,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,1,8,50001,100000,2019-04-16,32500.5,1.2488500415993267
259,2018-12-27,Self,TEL,Purchase,"$50,001 - $100,000",--,James M Inhofe,2018,12,27,50001,100000,2019-04-26,75000.5,0.256614855560374
260,2018-10-25,Self,ISRG,Purchase,"$15,001 - $50,000",--,James M Inhofe,2018,10,25,15001,50000,2019-05-10,32500.5,0.004848624656644752
261,2017-10-23,Self,PYPL,Purchase,"$15,001 - $50,000",--,James M Inhofe,2017,10,23,15001,50000,2019-06-25,32500.5,0.6395415105719575
262,2018-11-05,Self,AIG,Purchase,"$50,001 - $100,000",--,James M Inhofe,2018,11,5,50001,100000,2019-07-17,75000.5,0.25470196219620406
263,2018-12-31,Self,XBI,Purchase,"$15,001 - $50,000",--,James M Inhofe,2018,12,31,15001,50000,2019-09-30,32500.5,0.0627177700348432
264,2018-01-11,Self,UNH,Purchase,"$50,001 - $100,000",--,James M Inhofe,2018,1,11,50001,100000,2019-09-30,32500.5,-0.03580457024394633
265,2017-05-30,Self,BFAM,Purchase,"$50,001 - $100,000",--,James M Inhofe,2017,5,30,50001,100000,2020-01-13,75000.5,1.1245777594140214
266,2015-04-29,Self,PG,Purchase,"$15,001 - $50,000",--,James M Inhofe,2015,4,29,15001,50000,2020-01-13,175000.5,0.5639323686886585
267,2018-08-16,Self,INTU,Purchase,"$50,001 - $100,000",--,James M Inhofe,2018,8,16,50001,100000,2020-01-27,75000.5,0.3532357597492811
268,2015-08-24,Self,AAPL,Purchase,"$15,001 - $50,000",--,James M Inhofe,2015,8,24,15001,50000,2020-07-15,32500.5,2.7907290873248254
269,2016-08-08,Self,C,Purchase,"$50,001 - $100,000",--,James M Inhofe,2016,8,8,50001,100000,2020-03-09,75000.5,0.11771105211444291
270,2015-08-24,Self,AAPL,Purchase,"$15,001 - $50,000",--,James M Inhofe,2015,8,24,15001,50000,2020-07-15,32500.5,2.7907290873248254
271,2017-10-17,Self,BLK,Purchase,"$15,001 - $50,000",--,James M Inhofe,2017,10,17,15001,50000,2020-12-15,75000.5,0.4681526876197392
272,2017-10-19,Self,CRSP,Purchase,"$15,001 - $50,000",--,James M Inhofe,2017,10,19,15001,50000,2021-01-05,8000.5,7.467053291041203
273,2017-10-19,Self,CRSP,Purchase,"$15,001 - $50,000",--,James M Inhofe,2017,10,19,15001,50000,2021-01-05,8000.5,7.467053291041203
274,2015-01-13,Spouse,AXP,Purchase,"$1,001 - $15,000",--,Susan M Collins,2015,1,13,1001,15000,2015-02-20,8000.5,-0.10534574887638937
275,2015-03-20,Spouse,HSY,Purchase,"$15,001 - $50,000",--,Susan M Collins,2015,3,20,15001,50000,2016-07-14,32500.5,0.05877167416229111
276,2016-03-09,Spouse,SRCL,Purchase,"$15,001 - $50,000",--,Susan M Collins,2016,3,9,15001,50000,2016-12-01,32500.5,-0.3562976176815253
277,2015-01-13,Spouse,CVS,Purchase,"$1,001 - $15,000",--,Susan M Collins,2015,1,13,1001,15000,2017-05-24,32500.5,-0.21410942155708854
278,2016-08-01,Spouse,RHT,Purchase,"$15,001 - $50,000",--,Susan M Collins,2016,8,1,15001,50000,2019-05-17,75000.5,
279,2015-02-20,Spouse,AYI,Purchase,"$15,001 - $50,000",--,Susan M Collins,2015,2,20,15001,50000,2018-01-31,32500.5,-0.03583462665024126
280,2016-12-01,Spouse,TSCO,Purchase,"$15,001 - $50,000",--,Susan M Collins,2016,12,1,15001,50000,2018-01-31,32500.5,0.0026298085498573137
281,2016-12-01,Spouse,HOLX,Purchase,"$15,001 - $50,000",--,Susan M Collins,2016,12,1,15001,50000,2018-05-04,32500.5,0.007704594054990828
282,2016-09-23,Spouse,USB,Purchase,"$15,001 - $50,000",--,Susan M Collins,2016,9,23,15001,50000,2018-05-08,8000.5,0.17155500241260072
283,2017-05-24,Spouse,FB,Purchase,"$1,001 - $15,000",--,Susan M Collins,2017,5,24,1001,15000,2018-12-21,8000.5,-0.16722205718873173
284,2017-06-15,Spouse,CFR,Purchase,"$1,001 - $15,000",--,Susan M Collins,2017,6,15,1001,15000,2018-12-21,8000.5,-0.122211936249975
285,2018-06-18,Spouse,STZ,Purchase,"$15,001 - $50,000",--,Susan M Collins,2018,6,18,15001,50000,2018-12-21,32500.5,-0.301730833929698
286,2016-08-01,Spouse,RHT,Purchase,"$15,001 - $50,000",--,Susan M Collins,2016,8,1,15001,50000,2019-05-17,75000.5,
287,2015-01-02,Spouse,TCS,Purchase,"$1,001 - $15,000",R,Pat Roberts,2015,1,2,1001,15000,2017-09-26,8000.5,-0.7796697540848806
288,2014-12-11,Spouse,MIK,Purchase,"$1,001 - $15,000",R,Pat Roberts,2014,12,11,1001,15000,2015-02-10,8000.5,
289,2015-01-27,Spouse,NFLX,Purchase,"$15,001 - $50,000",R,Pat Roberts,2015,1,27,15001,50000,2015-03-04,75000.5,0.0343483332057484
290,2015-01-28,Spouse,AAPL,Purchase,"$1,001 - $15,000",R,Pat Roberts,2015,1,28,1001,15000,2015-03-11,8000.5,0.06009886785102361
291,2015-03-04,Spouse,BABA,Purchase,"$1,001 - $15,000",R,Pat Roberts,2015,3,4,1001,15000,2015-03-11,8000.5,-0.04094046189563998
292,2014-12-19,Spouse,BA,Purchase,"$1,001 - $15,000",R,Pat Roberts,2014,12,19,1001,15000,2015-03-11,32500.5,0.19757580724679438
293,2015-04-14,Spouse,NFLX,Purchase,"$15,001 - $50,000",Sep,Pat Roberts,2015,4,14,15001,50000,2015-04-22,32500.5,0.16496412171840905
294,2015-02-05,Spouse,GM,Purchase,"$1,001 - $15,000",R,Pat Roberts,2015,2,5,1001,15000,2015-06-16,8000.5,-0.01765515557650862
295,2015-02-05,Spouse,CELG,Purchase,"$1,001 - $15,000",R,Pat Roberts,2015,2,5,1001,15000,2015-07-02,8000.5,
296,2015-04-24,Spouse,COST,Purchase,"$1,001 - $15,000",R,Pat Roberts,2015,4,24,1001,15000,2016-07-08,32500.5,0.11693227042382597
297,2016-06-10,Spouse,HDS,Purchase,"$1,001 - $15,000",555,Pat Roberts,2016,6,10,1001,15000,2016-11-15,8000.5,
298,2015-04-24,Spouse,CVX,Purchase,"$1,001 - $15,000",Sep,Pat Roberts,2015,4,24,1001,15000,2016-12-27,32500.5,0.07599889201223176
299,2016-06-29,Spouse,FB,Purchase,"$1,001 - $15,000",--,Pat Roberts,2016,6,29,1001,15000,2016-12-27,8000.5,0.03372458260877701
300,2015-04-24,Spouse,BA,Purchase,"$1,001 - $15,000",R,Pat Roberts,2015,4,24,1001,15000,2016-12-27,32500.5,0.06118599868264411
301,2016-06-10,Spouse,NFLX,Purchase,"$1,001 - $15,000",Sep,Pat Roberts,2016,6,10,1001,15000,2016-12-27,32500.5,0.3690667317708333
302,2016-12-15,Spouse,AAPL,Purchase,"$1,001 - $15,000",sep,Pat Roberts,2016,12,15,1001,15000,2017-06-12,75000.5,0.2555689738569725
303,2015-07-27,Spouse,BIDU,Purchase,"$1,001 - $15,000",roth,Pat Roberts,2015,7,27,1001,15000,2017-07-28,32500.5,0.11290979437067374
304,2017-06-20,Spouse,NFLX,Purchase,"$15,001 - $50,000",r,Pat Roberts,2017,6,20,15001,50000,2017-07-28,32500.5,0.21039125019606617
305,2017-07-18,Spouse,BAC,Purchase,"$1,001 - $15,000",r,Pat Roberts,2017,7,18,1001,15000,2017-07-28,8000.5,0.00543937532176533
306,2017-08-01,Spouse,SBUX,Purchase,"$1,001 - $15,000",sep,Pat Roberts,2017,8,1,1001,15000,2017-08-07,8000.5,0.01644439125537276
307,2017-07-31,Spouse,BIDU,Purchase,"$15,001 - $50,000",r,Pat Roberts,2017,7,31,15001,50000,2017-09-07,32500.5,0.03017444836799385
308,2017-08-01,Spouse,CELG,Purchase,"$15,001 - $50,000",sep,Pat Roberts,2017,8,1,15001,50000,2017-09-07,8000.5,
309,2016-01-20,Spouse,GE,Purchase,"$1,001 - $15,000",sep,Pat Roberts,2016,1,20,1001,15000,2017-09-26,8000.5,-0.10964286923700463
310,2017-08-01,Spouse,WF,Purchase,"$1,001 - $15,000",sep,Pat Roberts,2017,8,1,1001,15000,2017-09-26,8000.5,-0.10646088342358385
311,2017-07-14,Spouse,T,Purchase,"$1,001 - $15,000",sep,Pat Roberts,2017,7,14,1001,15000,2017-09-26,8000.5,0.06666672271364328
312,2015-01-02,Spouse,TCS,Purchase,"$1,001 - $15,000",R,Pat Roberts,2015,1,2,1001,15000,2017-09-26,8000.5,-0.7796697540848806
313,2017-09-07,Spouse,BAC,Purchase,"$1,001 - $15,000",sep,Pat Roberts,2017,9,7,1001,15000,2017-09-26,32500.5,0.08010449314720422
314,2017-07-20,Spouse,FB,Purchase,"$15,001 - $50,000",sep,Pat Roberts,2017,7,20,15001,50000,2017-10-30,32500.5,0.09323525467515463
315,2017-09-28,Spouse,NVDA,Purchase,"$15,001 - $50,000",R,Pat Roberts,2017,9,28,15001,50000,2017-10-30,32500.5,0.16029146650796414
316,2017-07-31,Spouse,NFLX,Purchase,"$15,001 - $50,000",r,Pat Roberts,2017,7,31,15001,50000,2017-10-30,32500.5,0.0919849780811355
317,2017-09-26,Spouse,COF,Purchase,"$1,001 - $15,000",sep,Pat Roberts,2017,9,26,1001,15000,2017-10-30,32500.5,0.11630431036818092
318,2017-07-24,Spouse,TJX,Purchase,"$1,001 - $15,000",sep,Pat Roberts,2017,7,24,1001,15000,2017-11-30,8000.5,0.12929747875316308
319,2017-09-26,Spouse,SBUX,Purchase,"$1,001 - $15,000",sep,Pat Roberts,2017,9,26,1001,15000,2017-12-07,32500.5,0.07273713484203811
320,2015-03-13,Spouse,ETY,Purchase,"$1,001 - $15,000",R,Pat Roberts,2015,3,13,1001,15000,2017-12-07,175000.5,0.056189584754809
321,2017-12-13,Spouse,ETY,Purchase,"$1,001 - $15,000",sep,Pat Roberts,2017,12,13,1001,15000,2017-12-13,75000.5,0.0
322,2017-09-27,Spouse,RTN,Purchase,"$15,001 - $50,000",sep,Pat Roberts,2017,9,27,15001,50000,2018-02-05,32500.5,
323,2018-01-05,Spouse,BAC,Purchase,"$1,001 - $15,000",Sep,Pat Roberts,2018,1,5,1001,15000,2018-02-05,32500.5,-0.0023079358720837547
324,2017-11-08,Spouse,NFLX,Purchase,"$15,001 - $50,000",sep,Pat Roberts,2017,11,8,15001,50000,2018-02-05,75000.5,0.2943391943943603
325,2018-02-05,Spouse,FB,Purchase,"$15,001 - $50,000",555,Pat Roberts,2018,2,5,15001,50000,2018-02-05,32500.5,0.0
326,2018-01-25,Spouse,AMZN,Purchase,"$1,001 - $15,000",555,Pat Roberts,2018,1,25,1001,15000,2018-02-05,8000.5,0.008744910377823998
327,2018-01-17,Spouse,LMT,Purchase,"$1,001 - $15,000",R,Pat Roberts,2018,1,17,1001,15000,2018-02-05,32500.5,0.004778134663763459
328,2018-02-05,Spouse,AAPL,Purchase,"$15,001 - $50,000",R,Pat Roberts,2018,2,5,15001,50000,2018-02-05,75000.5,0.0
329,2018-02-05,Spouse,NVDA,Purchase,"$15,001 - $50,000",R,Pat Roberts,2018,2,5,15001,50000,2018-02-05,32500.5,0.0
330,2018-02-05,Spouse,NOC,Purchase,"$50,001 - $100,000",R,Pat Roberts,2018,2,5,50001,100000,2018-02-05,75000.5,0.0
331,2016-11-14,Spouse,COST,Purchase,"$15,001 - $50,000",r,Pat Roberts,2016,11,14,15001,50000,2018-02-05,32500.5,0.20243423863461144
332,2018-02-05,Spouse,AMZN,Purchase,"$15,001 - $50,000",R,Pat Roberts,2018,2,5,15001,50000,2018-02-05,8000.5,0.0
333,2018-02-05,Spouse,BA,Purchase,"$50,001 - $100,000",sep,Pat Roberts,2018,2,5,50001,100000,2018-02-05,32500.5,0.0
334,2018-02-05,Spouse,NFLX,Purchase,"$50,001 - $100,000",sep,Pat Roberts,2018,2,5,50001,100000,2018-04-11,75000.5,0.1943287185887594
335,2017-11-07,Spouse,CVX,Purchase,"$1,001 - $15,000",R,Pat Roberts,2017,11,7,1001,15000,2018-04-11,8000.5,0.01714433787832417
336,2018-04-25,Spouse,NFLX,Purchase,"$15,001 - $50,000",sep,Pat Roberts,2018,4,25,15001,50000,2018-06-22,75000.5,0.3444858163531735
337,2018-07-05,Spouse,BAC,Purchase,"$1,001 - $15,000",Sep,Pat Roberts,2018,7,5,1001,15000,2018-07-24,8000.5,0.10422635528152828
338,2018-07-05,Spouse,TGT,Purchase,"$1,001 - $15,000",sep,Pat Roberts,2018,7,5,1001,15000,2018-07-18,8000.5,0.0039189472293089936
339,2018-07-05,Spouse,BAC,Purchase,"$1,001 - $15,000",Sep,Pat Roberts,2018,7,5,1001,15000,2018-07-24,8000.5,0.10422635528152828
340,2018-04-25,Spouse,NVDA,Purchase,"$1,001 - $15,000",R,Pat Roberts,2018,4,25,1001,15000,2018-07-30,75000.5,0.1267885200608774
341,2018-06-25,Spouse,AMZN,Purchase,"$15,001 - $50,000",R,Pat Roberts,2018,6,25,15001,50000,2018-07-30,32500.5,0.06978922200957464
342,2018-01-04,Spouse,JPM,Purchase,"$15,001 - $50,000",R,Pat Roberts,2018,1,4,15001,50000,2018-07-30,8000.5,0.07052459993432732
343,2018-01-03,Spouse,DVN,Purchase,"$1,001 - $15,000",jt,Pat Roberts,2018,1,3,1001,15000,2018-08-20,32500.5,-0.03932584871654014
